ID,sea_level_245_2050,sea_level_370_2050,sea_level_585_2050,TC,tc_245_2050,tc_370_2050,tc_585_2050
DV81,0.4060201692730253,0.515073647751725,0.6604153834762971,5,0.3720849079497224,0.3720849079497224,0.3720849079497224
DV82,0.4127184527241132,0.5237705314660739,0.6753880088469509,7,0.4467177551405332,0.4467177551405332,0.4467177551405332
DW112,0.26812650151348416,0.4614019437802509,0.5656173164344205,20,0.8921844058155269,0.8921844058155269,0.8921844058155269
DW113,0.2404506849005502,0.4574480054346938,0.5601551097990528,20,0.8921844058155269,0.8921844058155269,0.8921844058155269
DW114,0.2223416168683852,0.4536537489777837,0.555128283284067,5,0.3720849079497224,0.3720849079497224,0.3720849079497224
DW115,0.19858271880085474,0.4505516262873267,0.5513757034620337,5,0.3720849079497224,0.3720849079497224,0.3720849079497224
DW189,0.3702388969581963,0.46500222889012216,0.5604977651631499,7,0.4467177551405332,0.4467177551405332,0.4467177551405332
DW190,0.36611312341703284,0.46314112764418053,0.5584476884154072,8,0.48545572694731154,0.48545572694731154,0.48545572694731154
DW73,0.311494949904028,0.46294819797155273,0.5838630417265818,3,0.2795134776411615,0.2795134776411615,0.2795134776411615
DW74,0.3274970165483651,0.46743075189986466,0.5871284129928368,3,0.2795134776411615,0.2795134776411615,0.2795134776411615
DW75,0.3443141395026871,0.47238307020036935,0.5906022692625835,3,0.2795134776411615,0.2795134776411615,0.2795134776411615
DW76,0.35778096068157095,0.47748615911390846,0.5966934612433407,5,0.3720849079497224,0.3720849079497224,0.3720849079497224
DW77,0.3721095138594952,0.4841162373019165,0.6054242683086158,5,0.3720849079497224,0.3720849079497224,0.3720849079497224
DW78,0.3833008584489654,0.49225813310552713,0.6185217702186488,4,0.323185980556638,0.323185980556638,0.323185980556638
DW79,0.3927072526201915,0.5014856390295791,0.6356354282969706,4,0.323185980556638,0.323185980556638,0.323185980556638
DW80,0.40266225060246286,0.5119627053132102,0.6545938812477404,5,0.3720849079497224,0.3720849079497224,0.3720849079497224
DX112,0.26234634190577216,0.4611437378506472,0.5647807571229629,10,0.5599618624569637,0.5599618624569637,0.5599618624569637
DX113,0.23711354758087477,0.4567311253168914,0.5588565908819735,10,0.5599618624569637,0.5599618624569637,0.5599618624569637
DX114,0.2184869094928957,0.45306170415992714,0.5537832409964499,11,0.615661472936478,0.615661472936478,0.615661472936478
DX115,0.19105424412345814,0.4499546066799495,0.5502446211526684,11,0.615661472936478,0.615661472936478,0.615661472936478
DX131,0.23668469835801206,0.4461496370951363,0.5481912122275552,11,0.615661472936478,0.615661472936478,0.615661472936478
DX188,0.38211864005286883,0.4697850817761286,0.5628385334147457,13,0.6786683698982419,0.6786683698982419,0.6786683698982419
DX189,0.3745333832793674,0.46602612586263875,0.5607035490741231,13,0.6786683698982419,0.6786683698982419,0.6786683698982419
DX190,0.36894423411744837,0.46397627589763224,0.5579033332221017,11,0.615661472936478,0.615661472936478,0.615661472936478
DX191,0.36332509256860185,0.4621757030588685,0.5564112584604515,11,0.615661472936478,0.615661472936478,0.615661472936478
DX73,0.3198184511138552,0.46609005271446946,0.585679279926531,3,0.2795134776411615,0.2795134776411615,0.2795134776411615
DX74,0.3375319538458714,0.47092700874804694,0.5892055127388347,3,0.2795134776411615,0.2795134776411615,0.2795134776411615
DX75,0.35345680799096757,0.4754114993668346,0.5941383783885985,3,0.2795134776411615,0.2795134776411615,0.2795134776411615
DX76,0.36713107114090443,0.48255665770205897,0.6031588797984407,1,0.2073770285381524,0.2073770285381524,0.2073770285381524
DX77,0.3790753550673585,0.48971440819843354,0.6136494071142039,1,0.2073770285381524,0.2073770285381524,0.2073770285381524
DX78,0.3896036437797735,0.49888578075611256,0.6282822136177852,4,0.323185980556638,0.323185980556638,0.323185980556638
DX79,0.3994061626047036,0.5087961894899738,0.6467690888121548,4,0.323185980556638,0.323185980556638,0.323185980556638
DY112,0.2580193009324648,0.46062688999707313,0.563530642734819,10,0.5599618624569637,0.5599618624569637,0.5599618624569637
DY113,0.23494164852100982,0.4563395763377263,0.5575635984235596,10,0.5599618624569637,0.5599618624569637,0.5599618624569637
DY114,0.21063783678630163,0.4525346689187979,0.5531127633875268,11,0.615661472936478,0.615661472936478,0.615661472936478
DY115,0.1813480162343126,0.4489573459101152,0.5497135933746278,11,0.615661472936478,0.615661472936478,0.615661472936478
DY130,0.22180494216979169,0.4446020420266416,0.5461491050367151,11,0.615661472936478,0.615661472936478,0.615661472936478
DY131,0.24285144959539848,0.4469542107151578,0.5496472701637668,11,0.615661472936478,0.615661472936478,0.615661472936478
DY132,0.2684043581000111,0.45061790077976865,0.5533807932783888,17,0.7753933741845375,0.7753933741845375,0.7753933741845375
DY165,0.1276073110996167,0.4405973476673972,0.5263534517010446,7,0.4467177551405332,0.4467177551405332,0.4467177551405332
DY166,0.219612186077912,0.4427079220426501,0.5382755009389537,7,0.4467177551405332,0.4467177551405332,0.4467177551405332
DY167,0.270321914003213,0.445073825638131,0.543791023051802,7,0.4467177551405332,0.4467177551405332,0.4467177551405332
DY188,0.38767740483891694,0.4721933384162132,0.5647111586051272,13,0.6786683698982419,0.6786683698982419,0.6786683698982419
DY189,0.3776711606000043,0.46711183967389247,0.5609781515221697,13,0.6786683698982419,0.6786683698982419,0.6786683698982419
DY190,0.3719137875178568,0.4646818426621442,0.5576315155951289,11,0.615661472936478,0.615661472936478,0.615661472936478
DY191,0.3650873573093342,0.46249772787620136,0.5554654118214228,11,0.615661472936478,0.615661472936478,0.615661472936478
DY73,0.33030390707726026,0.4685773174705597,0.5878952336297235,3,0.2795134776411615,0.2795134776411615,0.2795134776411615
DY74,0.3462483618001662,0.47364654829895536,0.5920874301616541,3,0.2795134776411615,0.2795134776411615,0.2795134776411615
DY75,0.3607959943907637,0.4804943378670379,0.6001016533529302,3,0.2795134776411615,0.2795134776411615,0.2795134776411615
DY76,0.37530035782319393,0.48766435641484646,0.609701567323375,1,0.2073770285381524,0.2073770285381524,0.2073770285381524
DY77,0.38697115647672437,0.4962855011955879,0.6218592818750285,1,0.2073770285381524,0.2073770285381524,0.2073770285381524
DY78,0.3965073851298656,0.5060063532724106,0.6401653546670555,4,0.323185980556638,0.323185980556638,0.323185980556638
DZ112,0.25575719872302205,0.4601094532753669,0.5627694152817944,7,0.4467177551405332,0.4467177551405332,0.4467177551405332
DZ113,0.2279690778059588,0.45601299947281315,0.557156406321185,7,0.4467177551405332,0.4467177551405332,0.4467177551405332
DZ114,0.2073336605868644,0.45167665730973167,0.5524436183883281,15,0.7358748254222203,0.7358748254222203,0.7358748254222203
DZ115,0.173395431352643,0.4480240019871861,0.5489185161919515,15,0.7358748254222203,0.7358748254222203,0.7358748254222203
DZ130,0.22942337666979207,0.4455449265427666,0.5472017218081513,15,0.7358748254222203,0.7358748254222203,0.7358748254222203
DZ131,0.25239914940095864,0.448290928167643,0.5508429764735463,15,0.7358748254222203,0.7358748254222203,0.7358748254222203
