src,nbr,src_x,src_y,nbr_x,nbr_y,EucDist
DH124,A138,4611695.181178133,-1916182.9581291277,4999454.298653654,1501504.76988145,3439614.3009615922
DH125,A138,4636178.93475812,-1916182.958129128,4999454.298653654,1501504.76988145,3436940.2666045185
DI123,A138,4583735.819523033,-1946648.0331493157,4999454.298653654,1501504.76988145,3473122.4578093416
ET70,A138,3166536.246336458,-3061784.023094869,4999454.298653654,1501504.76988145,4917641.019291012
EW66,A138,3060416.50042287,-3150977.3855284094,4999454.298653654,1501504.76988145,5040382.702669993
EX67,A138,3079833.897776967,-3180661.2325394778,4999454.298653654,1501504.76988145,5060397.312236298
BF100,A139,4116421.103968294,-256059.28990770542,5024160.364717904,1501504.76988145,1978135.9886946061
BF101,A139,4141466.6578159924,-256059.28990770527,5024160.364717904,1501504.76988145,1966768.8233411608
BG99,A139,4090953.2652706616,-286961.7381616283,5024160.364717904,1501504.76988145,2017297.1870427364
BK95,A139,3988664.5459936955,-410548.3365296979,5024160.364717904,1501504.76988145,2174442.1519856164
BK96,A139,4013694.231175273,-410548.33652969793,5024160.364717904,1501504.76988145,2162634.7099714074
BO94,A139,3960785.341904585,-534086.9912775034,5024160.364717904,1501504.76988145,2296606.2477580775
BP93,A139,3934949.91904119,-564962.4706218361,5024160.364717904,1501504.76988145,2335950.823764176
BQ92,A139,3909078.9103666004,-595833.8245278371,5024160.364717904,1501504.76988145,2375339.097778871
BR92,A139,3908168.297188433,-626700.8270671035,5024160.364717904,1501504.76988145,2403059.998766542
BR94,A139,3958158.5030009835,-626700.8270671034,5024160.364717904,1501504.76988145,2380256.0853965036
BR95,A139,3983153.6059072586,-626700.8270671035,5024160.364717904,1501504.76988145,2369167.3927294784
DC127,A139,4702040.822193813,-1763649.9654936127,5024160.364717904,1501504.76988145,3281005.4016441554
DC128,A139,4726612.862842023,-1763649.9654936127,5024160.364717904,1501504.76988145,3278684.181468958
DH123,A139,4587211.427598146,-1916182.9581291282,5024160.364717904,1501504.76988145,3445506.316906732
DH124,A139,4611695.181178133,-1916182.9581291277,5024160.364717904,1501504.76988145,3442487.0274013528
DH125,A139,4636178.93475812,-1916182.958129128,5024160.364717904,1501504.76988145,3439639.370077588
DI123,A139,4583735.819523033,-1946648.0331493157,5024160.364717904,1501504.76988145,3476166.2119437032
ET70,A139,3166536.246336458,-3061784.023094869,5024160.364717904,1501504.76988145,4926902.878411114
EW66,A139,3060416.50042287,-3150977.3855284094,5024160.364717904,1501504.76988145,5049938.630415577
EX67,A139,3079833.897776967,-3180661.2325394778,5024160.364717904,1501504.76988145,5069820.8927213
BF100,A140,4116421.103968294,-256059.28990770542,5048866.430782156,1501504.76988145,1989594.3585966334
BF101,A140,4141466.6578159924,-256059.28990770527,5048866.430782156,1501504.76988145,1977980.225442505
BG99,A140,4090953.2652706616,-286961.7381616283,5048866.430782156,1501504.76988145,2028844.5191911713
BK95,A140,3988664.5459936955,-410548.3365296979,5048866.430782156,1501504.76988145,2186315.42057534
BK96,A140,4013694.231175273,-410548.33652969793,5048866.430782156,1501504.76988145,2174288.059245019
BO94,A140,3960785.341904585,-534086.9912775034,5048866.430782156,1501504.76988145,2308149.534599353
BP93,A140,3934949.91904119,-564962.4706218361,5048866.430782156,1501504.76988145,2347572.544396111
BQ92,A140,3909078.9103666004,-595833.8245278371,5048866.430782156,1501504.76988145,2387036.81816887
BR92,A140,3908168.297188433,-626700.8270671035,5048866.430782156,1501504.76988145,2414632.7453398276
BR94,A140,3958158.5030009835,-626700.8270671034,5048866.430782156,1501504.76988145,2391422.766180804
BR95,A140,3983153.6059072586,-626700.8270671035,5048866.430782156,1501504.76988145,2380126.6537699173
DC127,A140,4702040.822193813,-1763649.9654936127,5048866.430782156,1501504.76988145,3283523.0239355518
DC128,A140,4726612.862842023,-1763649.9654936127,5048866.430782156,1501504.76988145,3281018.5625796667
DH123,A140,4587211.427598146,-1916182.9581291282,5048866.430782156,1501504.76988145,3448726.540066483
DH124,A140,4611695.181178133,-1916182.9581291277,5048866.430782156,1501504.76988145,3445534.516976205
DH125,A140,4636178.93475812,-1916182.958129128,5048866.430782156,1501504.76988145,3442513.6710794186
DI123,A140,4583735.819523033,-1946648.0331493157,5048866.430782156,1501504.76988145,3479382.738156182
ET70,A140,3166536.246336458,-3061784.023094869,5048866.430782156,1501504.76988145,4936271.014782175
EW66,A140,3060416.50042287,-3150977.3855284094,5048866.430782156,1501504.76988145,5059597.15115275
EX67,A140,3079833.897776967,-3180661.2325394778,5048866.430782156,1501504.76988145,5079347.1618170785
BF100,A141,4116421.103968294,-256059.28990770542,5073572.496846405,1501504.7698814503,2001292.1358839762
BF101,A141,4141466.6578159924,-256059.28990770527,5073572.496846405,1501504.7698814503,1989435.2765086698
BG99,A141,4090953.2652706616,-286961.7381616283,5073572.496846405,1501504.7698814503,2040625.6404971266
BK95,A141,3988664.5459936955,-410548.3365296979,5073572.496846405,1501504.7698814503,2198402.22515352
BK96,A141,4013694.231175273,-410548.33652969793,5073572.496846405,1501504.7698814503,2186158.5074688816
BO94,A141,3960785.341904585,-534086.9912775034,5073572.496846405,1501504.7698814503,2319898.5043104193
BP93,A141,3934949.91904119,-564962.4706218361,5073572.496846405,1501504.7698814503,2359395.7342423634
BQ92,A141,3909078.9103666004,-595833.8245278371,5073572.496846405,1501504.7698814503,2398931.948295183
BR92,A141,3908168.297188433,-626700.8270671035,5073572.496846405,1501504.7698814503,2426401.8652036167
BR94,A141,3958158.5030009835,-626700.8270671034,5073572.496846405,1501504.7698814503,2402791.593240942
BR95,A141,3983153.6059072586,-626700.8270671035,5073572.496846405,1501504.7698814503,2391290.9527282766
DC127,A141,4702040.822193813,-1763649.9654936127,5073572.496846405,1501504.7698814503,3286224.4645203953
DC128,A141,4726612.862842023,-1763649.9654936127,5073572.496846405,1501504.7698814503,3283537.183217308
DH123,A141,4587211.427598146,-1916182.9581291282,5073572.496846405,1501504.7698814503,3452120.57956764
DH124,A141,4611695.181178133,-1916182.9581291277,5073572.496846405,1501504.7698814503,3448756.3063984434
DH125,A141,4636178.93475812,-1916182.958129128,5073572.496846405,1501504.7698814503,3445562.731158785
DI123,A141,4583735.819523033,-1946648.0331493157,5073572.496846405,1501504.7698814503,3482771.5577539867
ET70,A141,3166536.246336458,-3061784.023094869,5073572.496846405,1501504.7698814503,4945744.8244791515
EW66,A141,3060416.50042287,-3150977.3855284094,5073572.496846405,1501504.7698814503,5069357.6784779355
EX67,A141,3079833.897776967,-3180661.2325394778,5073572.496846405,1501504.7698814503,5088975.542842168
BF100,B136,4116421.103968294,-256059.28990770542,4952891.562082649,1470856.2892580223,1918833.042467046
BF101,B136,4141466.6578159924,-256059.28990770527,4952891.562082649,1470856.2892580223,1908048.1631314901
BG99,B136,4090953.2652706616,-286961.7381616283,4952891.562082649,1470856.2892580223,1957769.6097939261
BK95,B136,3988664.5459936955,-410548.3365296979,4952891.562082649,1470856.2892580223,2114099.596634756
BK96,B136,4013694.231175273,-410548.33652969793,4952891.562082649,1470856.2892580223,2102801.7006648467
BO94,B136,3960785.341904585,-534086.9912775034,4952891.562082649,1470856.2892580223,2236978.3884250117
BP93,B136,3934949.91904119,-564962.4706218361,4952891.562082649,1470856.2892580223,2276128.997160906
BQ92,B136,3909078.9103666004,-595833.8245278371,4952891.562082649,1470856.2892580223,2315329.9717972595
BR92,B136,3908168.297188433,-626700.8270671035,4952891.562082649,1470856.2892580223,2343329.3743000384
BR94,B136,3958158.5030009835,-626700.8270671034,4952891.562082649,1470856.2892580223,2321473.6085245823
BR95,B136,3983153.6059072586,-626700.8270671035,4952891.562082649,1470856.2892580223,2310873.7654604595
DC127,B136,4702040.822193813,-1763649.9654936127,4952891.562082649,1470856.2892580223,3244218.9823947186
DC128,B136,4726612.862842023,-1763649.9654936127,4952891.562082649,1470856.2892580223,3242411.565757419
DH123,B136,4587211.427598146,-1916182.9581291282,4952891.562082649,1470856.2892580223,3406722.2992339013
DH124,B136,4611695.181178133,-1916182.9581291277,4952891.562082649,1470856.2892580223,3404181.228090428
DH125,B136,4636178.93475812,-1916182.958129128,4952891.562082649,1470856.2892580223,3401814.4793106695
DI123,B136,4583735.819523033,-1946648.0331493157,4952891.562082649,1470856.2892580223,3437384.4352847096
ET70,B136,3166536.246336458,-3061784.023094869,4952891.562082649,1470856.2892580223,4871949.662636222
EW66,B136,3060416.50042287,-3150977.3855284094,4952891.562082649,1470856.2892580223,4994277.563010895
EX67,B136,3079833.897776967,-3180661.2325394778,4952891.562082649,1470856.2892580223,5014475.074163139
BF100,B137,4116421.103968294,-256059.28990770542,4977611.84971361,1470856.2892580223,1929737.5257072332
BF101,B137,4141466.6578159924,-256059.28990770527,4977611.84971361,1470856.2892580223,1918691.2725862917
BG99,B137,4090953.2652706616,-286961.7381616283,4977611.84971361,1470856.2892580223,1968778.2157693345
BK95,B137,3988664.5459936955,-410548.3365296979,4977611.84971361,1470856.2892580223,2125488.2110871184
BK96,B137,4013694.231175273,-410548.33652969793,4977611.84971361,1470856.2892580223,2113958.5003646715
BO94,B137,3960785.341904585,-534086.9912775034,4977611.84971361,1470856.2892580223,2248051.0904220245
BP93,B137,3934949.91904119,-564962.4706218361,4977611.84971361,1470856.2892580223,2287291.3948057215
BQ92,B137,3909078.9103666004,-595833.8245278371,4977611.84971361,1470856.2892580223,2326579.1774383625
BR92,B137,3908168.297188433,-626700.8270671035,4977611.84971361,1470856.2892580223,2354454.367424404
BR94,B137,3958158.5030009835,-626700.8270671034,4977611.84971361,1470856.2892580223,2332173.01724588
BR95,B137,3983153.6059072586,-626700.8270671035,4977611.84971361,1470856.2892580223,2321355.865635554
DC127,B137,4702040.822193813,-1763649.9654936127,4977611.84971361,1470856.2892580223,3246223.9761353135
DC128,B137,4726612.862842023,-1763649.9654936127,4977611.84971361,1470856.2892580223,3244230.4485714342
DH123,B137,4587211.427598146,-1916182.9581291282,4977611.84971361,1470856.2892580223,3409464.3791846316
DH124,B137,4611695.181178133,-1916182.9581291277,4977611.84971361,1470856.2892580223,3406747.697093669
DH125,B137,4636178.93475812,-1916182.958129128,4977611.84971361,1470856.2892580223,3404204.943706521
DI123,B137,4583735.819523033,-1946648.0331493157,4977611.84971361,1470856.2892580223,3440127.0501002613
ET70,B137,3166536.246336458,-3061784.023094869,4977611.84971361,1470856.2892580223,4881067.817836015
EW66,B137,3060416.50042287,-3150977.3855284094,4977611.84971361,1470856.2892580223,5003697.085628974
EX67,B137,3079833.897776967,-3180661.2325394778,4977611.84971361,1470856.2892580223,5023761.181669168
BF100,B138,4116421.103968294,-256059.28990770542,5002332.137344571,1470856.2892580223,1940895.611985128
BF101,B138,4141466.6578159924,-256059.28990770527,5002332.137344571,1470856.2892580223,1929592.3899645929
BG99,B138,4090953.2652706616,-286961.7381616283,5002332.137344571,1470856.2892580223,1980034.258790545
BK95,B138,3988664.5459936955,-410548.3365296979,5002332.137344571,1470856.2892580223,2137102.092013977
BK96,B138,4013694.231175273,-410548.33652969793,5002332.137344571,1470856.2892580223,2125344.2722180905
BO94,B138,3960785.341904585,-534086.9912775034,5002332.137344571,1470856.2892580223,2259340.0109890187
BP93,B138,3934949.91904119,-564962.4706218361,5002332.137344571,1470856.2892580223,2298665.4439106644
BQ92,B138,3909078.9103666004,-595833.8245278371,5002332.137344571,1470856.2892580223,2338035.6380341924
BR92,B138,3908168.297188433,-626700.8270671035,5002332.137344571,1470856.2892580223,2365785.359104119
BR94,B138,3958158.5030009835,-626700.8270671034,5002332.137344571,1470856.2892580223,2343084.384930358
BR95,B138,3983153.6059072586,-626700.8270671035,5002332.137344571,1470856.2892580223,2332052.901455903
DC127,B138,4702040.822193813,-1763649.9654936127,5002332.137344571,1470856.2892580223,3248415.857919429
DC128,B138,4726612.862842023,-1763649.9654936127,5002332.137344571,1470856.2892580223,3246236.564140029
DH123,B138,4587211.427598146,-1916182.9581291282,5002332.137344571,1470856.2892580223,3412383.3411563374
DH124,B138,4611695.181178133,-1916182.9581291277,5002332.137344571,1470856.2892580223,3409491.471592779
DH125,B138,4636178.93475812,-1916182.958129128,5002332.137344571,1470856.2892580223,3406773.1111867763
DI123,B138,4583735.819523033,-1946648.0331493157,5002332.137344571,1470856.2892580223,3443044.9708022387
ET70,B138,3166536.246336458,-3061784.023094869,5002332.137344571,1470856.2892580223,4890293.933355008
EW66,B138,3060416.50042287,-3150977.3855284094,5002332.137344571,1470856.2892580223,5013220.80685769
EX67,B138,3079833.897776967,-3180661.2325394778,5002332.137344571,1470856.2892580223,5033151.571006946
BF100,B139,4116421.103968294,-256059.28990770542,5027052.424975531,1470856.2892580223,1952302.9530184825
BF101,B139,4141466.6578159924,-256059.28990770527,5027052.424975531,1470856.2892580223,1940747.1676034592
BG99,B139,4090953.2652706616,-286961.7381616283,5027052.424975531,1470856.2892580223,1991533.5433584028
BK95,B139,3988664.5459936955,-410548.3365296979,5027052.424975531,1470856.2892580223,2148937.587076885
BK96,B139,4013694.231175273,-410548.33652969793,5027052.424975531,1470856.2892580223,2136955.3563136393
BO94,B139,3960785.341904585,-534086.9912775034,5027052.424975531,1470856.2892580223,2270841.9254992586
BP93,B139,3934949.91904119,-564962.4706218361,5027052.424975531,1470856.2892580223,2310248.0184055637
BQ92,B139,3909078.9103666004,-595833.8245278371,5027052.424975531,1470856.2892580223,2349696.322035521
BR92,B139,3908168.297188433,-626700.8270671035,5027052.424975531,1470856.2892580223,2377319.4037949704
BR94,B139,3958158.5030009835,-626700.8270671034,5027052.424975531,1470856.2892580223,2354204.7643907922
BR95,B139,3983153.6059072586,-626700.8270671035,5027052.424975531,1470856.2892580223,2342961.928990378
DC127,B139,4702040.822193813,-1763649.9654936127,5027052.424975531,1470856.2892580223,3250794.249713474
DC128,B139,4726612.862842023,-1763649.9654936127,5027052.424975531,1470856.2892580223,3248429.5655781766
DH123,B139,4587211.427598146,-1916182.9581291282,5027052.424975531,1470856.2892580223,3415478.7316443427
DH124,B139,4611695.181178133,-1916182.9581291277,5027052.424975531,1470856.2892580223,3412412.1238965094
DH125,B139,4636178.93475812,-1916182.958129128,5027052.424975531,1470856.2892580223,3409518.5801951066
DI123,B139,4583735.819523033,-1946648.0331493157,5027052.424975531,1470856.2892580223,3446137.752084609
ET70,B139,3166536.246336458,-3061784.023094869,5027052.424975531,1470856.2892580223,4899627.399317653
EW66,B139,3060416.50042287,-3150977.3855284094,5027052.424975531,1470856.2892580223,5022848.133990411
EX67,B139,3079833.897776967,-3180661.2325394778,5027052.424975531,1470856.2892580223,5042645.659597203
BF100,B140,4116421.103968294,-256059.28990770542,5051772.712606491,1470856.2892580223,1963955.2055348319
BF101,B140,4141466.6578159924,-256059.28990770527,5051772.712606491,1470856.2892580223,1952151.257191292
BG99,B140,4090953.2652706616,-286961.7381616283,5051772.712606491,1470856.2892580223,2003271.8806742732
BK95,B140,3988664.5459936955,-410548.3365296979,5051772.712606491,1470856.2892580223,2160991.0550148627
BK96,B140,4013694.231175273,-410548.33652969793,5051772.712606491,1470856.2892580223,2148788.1001964747
BO94,B140,3960785.341904585,-534086.9912775034,5051772.712606491,1470856.2892580223,2282553.614090064
BP93,B140,3934949.91904119,-564962.4706218361,5051772.712606491,1470856.2892580223,2322035.9978488204
BQ92,B140,3909078.9103666004,-595833.8245278371,5051772.712606491,1470856.2892580223,2361558.2042578724
BR92,B140,3908168.297188433,-626700.8270671035,5051772.712606491,1470856.2892580223,2389053.5605569533
BR94,B140,3958158.5030009835,-626700.8270671034,5051772.712606491,1470856.2892580223,2365531.207931372
BR95,B140,3983153.6059072586,-626700.8270671035,5051772.712606491,1470856.2892580223,2354080.00107236
DC127,B140,4702040.822193813,-1763649.9654936127,5051772.712606491,1470856.2892580223,3253358.742468938
DC128,B140,4726612.862842023,-1763649.9654936127,5051772.712606491,1470856.2892580223,3250809.074665305
DH123,B140,4587211.427598146,-1916182.9581291282,5051772.712606491,1470856.2892580223,3418750.0714251576
DH124,B140,4611695.181178133,-1916182.9581291277,5051772.712606491,1470856.2892580223,3415509.2002524296
DH125,B140,4636178.93475812,-1916182.958129128,5051772.712606491,1470856.2892580223,3412440.9227893157
DI123,B140,4583735.819523033,-1946648.0331493157,5051772.712606491,1470856.2892580223,3449404.923600599
ET70,B140,3166536.246336458,-3061784.023094869,5051772.712606491,1470856.2892580223,4909067.603417256
EW66,B140,3060416.50042287,-3150977.3855284094,5051772.712606491,1470856.2892580223,5032578.472432611
EX67,B140,3079833.897776967,-3180661.2325394778,5051772.712606491,1470856.2892580223,5052242.862830372
BF100,B141,4116421.103968294,-256059.28990770542,5076493.000237452,1470856.289258022,1975848.0365582665
BF101,B141,4141466.6578159924,-256059.28990770527,5076493.000237452,1470856.289258022,1963800.315354734
BG99,B141,4090953.2652706616,-286961.7381616283,5076493.000237452,1470856.289258022,2015245.0934613196
BK95,B141,3988664.5459936955,-410548.3365296979,5076493.000237452,1470856.289258022,2173258.869025453
BK96,B141,4013694.231175273,-410548.33652969793,5076493.000237452,1470856.289258022,2160838.862445674
BO94,B141,3960785.341904585,-534086.9912775034,5076493.000237452,1470856.289258022,2294471.864509819
BP93,B141,3934949.91904119,-564962.4706218361,5076493.000237452,1470856.289258022,2334026.270054778
BQ92,B141,3909078.9103666004,-595833.8245278371,5076493.000237452,1470856.289258022,2373618.2683087853
BR92,B141,3908168.297188433,-626700.8270671035,5076493.000237452,1470856.289258022,2400984.895412871
BR94,B141,3958158.5030009835,-626700.8270671034,5076493.000237452,1470856.289258022,2377060.76993318
BR95,B141,3983153.6059072586,-626700.8270671035,5076493.000237452,1470856.289258022,2365404.1699972735
DC127,B141,4702040.822193813,-1763649.9654936127,5076493.000237452,1470856.289258022,3256108.8964696913
DC128,B141,4726612.862842023,-1763649.9654936127,5076493.000237452,1470856.289258022,3253374.682167932
DH123,B141,4587211.427598146,-1916182.9581291282,5076493.000237452,1470856.289258022,3422196.8559194994
DH124,B141,4611695.181178133,-1916182.9581291277,5076493.000237452,1470856.289258022,3418782.2211926877
DH125,B141,4636178.93475812,-1916182.958129128,5076493.000237452,1470856.289258022,3415539.684969251
DI123,B141,4583735.819523033,-1946648.0331493157,5076493.000237452,1470856.289258022,3452845.990312696
ET70,B141,3166536.246336458,-3061784.023094869,5076493.000237452,1470856.289258022,4918613.931072303
EW66,B141,3060416.50042287,-3150977.3855284094,5076493.000237452,1470856.289258022,5042411.225841708
EX67,B141,3079833.897776967,-3180661.2325394778,5076493.000237452,1470856.289258022,5061942.594205061
BF100,B142,4116421.103968294,-256059.28990770542,5101213.287868412,1470856.2892580223,1987977.1283986308
BF101,B142,4141466.6578159924,-256059.28990770527,5101213.287868412,1470856.2892580223,1975690.0089493485
BG99,B142,4090953.2652706616,-286961.7381616283,5101213.287868412,1470856.2892580223,2027449.0205133937
BK95,B142,3988664.5459936955,-410548.3365296979,5101213.287868412,1470856.2892580223,2185737.4199529197
BK96,B142,4013694.231175273,-410548.33652969793,5101213.287868412,1470856.2892580223,2173104.0160577144
BO94,B142,3960785.341904585,-534086.9912775034,5101213.287868412,1470856.2892580223,2306593.4748238213
BP93,B142,3934949.91904119,-564962.4706218361,5101213.287868412,1470856.2892580223,2346215.7335903677
BQ92,B142,3909078.9103666004,-595833.8245278371,5101213.287868412,1470856.2892580223,2385873.5088939313
BR92,B142,3908168.297188433,-626700.8270671035,5101213.287868412,1470856.2892580223,2413110.4835943114
BR94,B142,3958158.5030009835,-626700.8270671034,5101213.287868412,1470856.2892580223,2388790.509327785
BR95,B142,3983153.6059072586,-626700.8270671035,5101213.287868412,1470856.2892580223,2376931.4901093077
DC127,B142,4702040.822193813,-1763649.9654936127,5101213.287868412,1470856.2892580223,3259044.241703415
DC128,B142,4726612.862842023,-1763649.9654936127,5101213.287868412,1470856.2892580223,3256125.9481871086
DH123,B142,4587211.427598146,-1916182.9581291282,5101213.287868412,1470856.2892580223,3425818.5555721144
DH124,B142,4611695.181178133,-1916182.9581291277,5101213.287868412,1470856.2892580223,3422230.6818971965
DH125,B142,4636178.93475812,-1916182.958129128,5101213.287868412,1470856.2892580223,3418814.3870227323
DI123,B142,4583735.819523033,-1946648.0331493157,5101213.287868412,1470856.2892580223,3456460.432858733
ET70,B142,3166536.246336458,-3061784.023094869,5101213.287868412,1470856.2892580223,4928265.765580967
EW66,B142,3060416.50042287,-3150977.3855284094,5101213.287868412,1470856.2892580223,5052345.796265127
EX67,B142,3079833.897776967,-3180661.2325394778,5101213.287868412,1470856.2892580223,5071744.2654648535
BF100,C108,4116421.103968294,-256059.28990770542,4263123.621513201,1440197.003339542,1702588.3357508667
BF101,C108,4141466.6578159924,-256059.28990770527,4263123.621513201,1440197.003339542,1700613.3685223446
BG99,C108,4090953.2652706616,-286961.7381616283,4263123.621513201,1440197.003339542,1735718.8568177135
BK95,C108,3988664.5459936955,-410548.3365296979,4263123.621513201,1440197.003339542,1870985.3278908227
BK96,C108,4013694.231175273,-410548.33652969793,4263123.621513201,1440197.003339542,1867477.800085468
BO94,C108,3960785.341904585,-534086.9912775034,4263123.621513201,1440197.003339542,1997299.6086510746
BP93,C108,3934949.91904119,-564962.4706218361,4263123.621513201,1440197.003339542,2031837.221583279
BQ92,C108,3909078.9103666004,-595833.8245278371,4263123.621513201,1440197.003339542,2066583.9420447468
BR92,C108,3908168.297188433,-626700.8270671035,4263123.621513201,1440197.003339542,2097155.197787279
BR94,C108,3958158.5030009835,-626700.8270671034,4263123.621513201,1440197.003339542,2089275.0811821953
BR95,C108,3983153.6059072586,-626700.8270671035,4263123.621513201,1440197.003339542,2085773.202190998
DC127,C108,4702040.822193813,-1763649.9654936127,4263123.621513201,1440197.003339542,3233772.365018091
DC128,C108,4726612.862842023,-1763649.9654936127,4263123.621513201,1440197.003339542,3237199.0480242274
DH123,C108,4587211.427598146,-1916182.9581291282,4263123.621513201,1440197.003339542,3371990.4139545513
DH124,C108,4611695.181178133,-1916182.9581291277,4263123.621513201,1440197.003339542,3374431.593314002
DH125,C108,4636178.93475812,-1916182.958129128,4263123.621513201,1440197.003339542,3377048.52089642
DI123,C108,4583735.819523033,-1946648.0331493157,4263123.621513201,1440197.003339542,3401986.402486334
ET70,C108,3166536.246336458,-3061784.023094869,4263123.621513201,1440197.003339542,4633609.503807205
EW66,C108,3060416.50042287,-3150977.3855284094,4263123.621513201,1440197.003339542,4746091.727739614
EX67,C108,3079833.897776967,-3180661.2325394778,4263123.621513201,1440197.003339542,4769958.637807119
BF100,C109,4116421.103968294,-256059.28990770542,4287857.8343580365,1440197.0033395418,1704897.6405953574
BF101,C109,4141466.6578159924,-256059.28990770527,4287857.8343580365,1440197.0033395418,1702561.5374929197
BG99,C109,4090953.2652706616,-286961.7381616283,4287857.8343580365,1440197.0033395418,1738346.5499351362
BK95,C109,3988664.5459936955,-410548.3365296979,4287857.8343580365,1440197.0033395418,1874773.3027888935
BK96,C109,4013694.231175273,-410548.33652969793,4287857.8343580365,1440197.0033395418,1870942.0072139767
BO94,C109,3960785.341904585,-534086.9912775034,4287857.8343580365,1440197.0033395418,2001193.070825689
BP93,C109,3934949.91904119,-564962.4706218361,4287857.8343580365,1440197.0033395418,2035978.514795859
BQ92,C109,3909078.9103666004,-595833.8245278371,4287857.8343580365,1440197.0033395418,2070964.7523042094
BR92,C109,3908168.297188433,-626700.8270671035,4287857.8343580365,1440197.0033395418,2101482.996832419
BR94,C109,3958158.5030009835,-626700.8270671034,4287857.8343580365,1440197.0033395418,2093028.4972825826
BR95,C109,3983153.6059072586,-626700.8270671035,4287857.8343580365,1440197.0033395418,2089237.015796791
DC127,C109,4702040.822193813,-1763649.9654936127,4287857.8343580365,1440197.0033395418,3230508.1561751184
DC128,C109,4726612.862842023,-1763649.9654936127,4287857.8343580365,1440197.0033395418,3233750.3575139157
DH123,C109,4587211.427598146,-1916182.9581291282,4287857.8343580365,1440197.0033395418,3369703.105547163
DH124,C109,4611695.181178133,-1916182.9581291277,4287857.8343580365,1440197.0033395418,3371966.3510990003
DH125,C109,4636178.93475812,-1916182.958129128,4287857.8343580365,1440197.0033395418,3374405.7306038872
DI123,C109,4583735.819523033,-1946648.0331493157,4287857.8343580365,1440197.0033395418,3399744.5614773044
ET70,C109,3166536.246336458,-3061784.023094869,4287857.8343580365,1440197.0033395418,4639525.327675092
EW66,C109,3060416.50042287,-3150977.3855284094,4287857.8343580365,1440197.0033395418,4752419.857004382
EX67,C109,3079833.897776967,-3180661.2325394778,4287857.8343580365,1440197.0033395418,4776154.589985943
BF100,C110,4116421.103968294,-256059.28990770542,4312592.04720287,1440197.003339542,1707562.1368929553
BF101,C110,4141466.6578159924,-256059.28990770527,4312592.04720287,1440197.003339542,1704866.3617051344
BG99,C110,4090953.2652706616,-286961.7381616283,4312592.04720287,1440197.003339542,1741321.6440394635
BK95,C110,3988664.5459936955,-410548.3365296979,4312592.04720287,1440197.003339542,1878879.2774117575
BK96,C110,4013694.231175273,-410548.33652969793,4312592.04720287,1440197.003339542,1874726.171331103
BO94,C110,3960785.341904585,-534086.9912775034,4312592.04720287,1440197.003339542,2005384.0652837232
BP93,C110,3934949.91904119,-564962.4706218361,4312592.04720287,1440197.003339542,2040411.255845143
BQ92,C110,3909078.9103666004,-595833.8245278371,4312592.04720287,1440197.003339542,2075631.080810309
BR92,C110,3908168.297188433,-626700.8270671035,4312592.04720287,1440197.003339542,2106092.403223429
BR94,C110,3958158.5030009835,-626700.8270671034,4312592.04720287,1440197.003339542,2097066.946617396
BR95,C110,3983153.6059072586,-626700.8270671035,4312592.04720287,1440197.003339542,2092987.4170531894
DC127,C110,4702040.822193813,-1763649.9654936127,4312592.04720287,1440197.003339542,3227430.208082483
DC128,C110,4726612.862842023,-1763649.9654936127,4312592.04720287,1440197.003339542,3230487.3681046804
DH123,C110,4587211.427598146,-1916182.9581291282,4312592.04720287,1440197.003339542,3367595.915462115
DH124,C110,4611695.181178133,-1916182.9581291277,4312592.04720287,1440197.003339542,3369680.8647856032
DH125,C110,4636178.93475812,-1916182.958129128,4312592.04720287,1440197.003339542,3371942.3066752083
DI123,C110,4583735.819523033,-1946648.0331493157,4312592.04720287,1440197.003339542,3397681.304427657
ET70,C110,3166536.246336458,-3061784.023094869,4312592.04720287,1440197.003339542,4645565.311248459
EW66,C110,3060416.50042287,-3150977.3855284094,4312592.04720287,1440197.003339542,4758868.128972561
EX67,C110,3079833.897776967,-3180661.2325394778,4312592.04720287,1440197.003339542,4782470.438075592
BF100,C133,4116421.103968294,-256059.28990770542,4881478.942634081,1440197.0033395418,1860805.983676121
BF101,C133,4141466.6578159924,-256059.28990770527,4881478.942634081,1440197.0033395418,1850649.506001225
BG99,C133,4090953.2652706616,-286961.7381616283,4881478.942634081,1440197.0033395418,1899475.7605494203
BK95,C133,3988664.5459936955,-410548.3365296979,4881478.942634081,1440197.0033395418,2054842.0522989214
BK96,C133,4013694.231175273,-410548.33652969793,4881478.942634081,1440197.0033395418,2044091.1473046776
BO94,C133,3960785.341904585,-534086.9912775034,4881478.942634081,1440197.0033395418,2178410.888199304
BP93,C133,3934949.91904119,-564962.4706218361,4881478.942634081,1440197.0033395418,2217336.6249897154
BQ92,C133,3909078.9103666004,-595833.8245278371,4881478.942634081,1440197.0033395418,2256320.7561825337
BR92,C133,3908168.297188433,-626700.8270671035,4881478.942634081,1440197.0033395418,2284600.6771157016
BR94,C133,3958158.5030009835,-626700.8270671034,4881478.942634081,1440197.0033395418,2263755.1271248297
BR95,C133,3983153.6059072586,-626700.8270671035,4881478.942634081,1440197.0033395418,2253675.8977157865
DC127,C133,4702040.822193813,-1763649.9654936127,4881478.942634081,1440197.0033395418,3208867.937258953
DC128,C133,4726612.862842023,-1763649.9654936127,4881478.942634081,1440197.0033395418,3207587.7076662383
